ionian, 0 2 4 5 7 9 11;
dorian, 0 2 3 5 7 9 10;
phrygian, 0 1 3 5 6 8 10;
lydian, 0 2 4 6 8 10 11;
mixolydian, 0 2 4 5 7 8 10;
aeolian, 0 2 3 5 7 8 10;
locrian, 0 1 3 5 7 9 11;
whole_tone, 0 2 4 6 8 10;
melodic_minor, 0 2 3 5 7 9 10;
dorian_b9, 0 1 3 5 7 8 10;
lydian_5, 0 2 4 6 7 9 10;
mixo_11, 0 2 4 6 8 9 11;
mixo_b13, 0 2 4 5 6 8 10;
locrian_9, 0 2 3 5 7 9 11;
altered, 0 1 3 4 6 8 10;
harmonic_major, 0 2 4 5 7 8 11;
leave_it_alone, 1 4 8 11 13 15 16;
